obs,year_pub,ref,full_ref,ch_reg,lat,long,yr_start,yr_end,duration,category,code,sgnfcnt,change,air_t,sst,prec,ao,nao,enso,land,location
2225,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,49,-116.57,1948,2001,53,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.57 49)
2226,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.78,-117.4,1948,2002,54,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-117.4 47.78)
2227,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,62.77,-149.69,1950,2002,52,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-149.69 62.77)
2228,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.61,-116.2,1948,1993,45,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.2 40.61)
2229,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.28,-116.19,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.19 47.28)
2230,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.65,-115.99,1951,1994,43,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-115.99 43.65)
2231,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.83,-120.01,1948,1989,41,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-120.01 37.83)
2232,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.41,-116.32,1951,1994,43,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.32 45.41)
2233,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.58,-120.61,1948,1993,45,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-120.61 47.58)
2234,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.69,-120.57,1948,1991,43,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-120.57 42.69)
2235,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.19,-120,1948,1991,43,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-120 42.19)
2236,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.69,-121.42,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-121.42 40.69)
2237,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,49,-116.57,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.57 49)
2238,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.98,-121.17,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-121.17 46.98)
2239,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.01,-123.13,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-123.13 48.01)
2240,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.57,-116.25,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-116.25 47.57)
2241,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.77,-119.83,1948,1993,45,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-119.83 38.77)
2242,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.56,-115.97,1957,1994,37,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.97 48.56)
2243,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.66,-115.73,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.73 43.66)
2244,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.62,-111.74,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.74 41.62)
2245,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.72,-119.67,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.67 37.72)
2246,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.42,-121.57,1948,1990,42,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-121.57 48.42)
2247,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.52,-120.21,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-120.21 38.52)
2248,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.17,-121.47,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-121.47 48.17)
2249,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.53,-117.43,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-117.43 41.53)
2250,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.77,-115.72,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.72 42.77)
2251,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.15,-115.59,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.59 46.15)
2252,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,41.13,-110.81,1957,1994,37,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.81 41.13)
2253,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,49,-114.48,1952,1993,41,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-114.48 49)
2254,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.6,-110.57,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-110.57 45.6)
2255,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.59,-115.35,1957,1994,37,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.35 47.59)
2256,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.32,-120.56,1948,1989,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-120.56 39.32)
2257,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.18,-113.89,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-113.89 45.18)
2258,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.11,-110.79,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-110.79 45.11)
2259,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.03,-109.77,1955,1994,39,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-109.77 43.03)
2260,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.8,-108.47,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-108.47 45.8)
2261,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.33,-120.69,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-120.69 48.33)
2262,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.85,-110.52,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-110.52 43.85)
2263,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.27,-114.73,1948,1990,42,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-114.73 44.27)
2264,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.99,-119.62,1948,1993,45,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-119.62 48.99)
2265,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.89,-119.14,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.14 44.89)
2266,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.65,-105.19,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-105.19 39.65)
2267,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.5,-114.13,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-114.13 48.5)
2268,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.63,-119.46,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.46 48.63)
2269,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.65,-112.43,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-112.43 37.65)
2270,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.2,-119.21,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.21 37.2)
2271,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.98,-118.76,1948,1993,45,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-118.76 48.98)
2272,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.51,-107.4,1957,1994,37,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.4 44.51)
2273,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.98,-118.21,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.21 48.98)
2274,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.36,-119.87,1951,1992,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.87 38.36)
2275,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.92,-111.4,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.4 40.92)
2276,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.93,-114.11,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-114.11 43.93)
2277,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.49,-114.01,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-114.01 48.49)
2278,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44,-114.02,1949,1994,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-114.02 44)
2279,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.5,-111.27,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.27 45.5)
2280,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.17,-112.15,1948,1994,46,hydrology,2,1,1,2,2,2,2,2,2,2,POINT(-112.15 45.17)
2281,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.01,-109.07,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-109.07 45.01)
2282,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.03,-107.08,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.08 44.03)
2283,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.09,-115.51,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.51 46.09)
2284,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.49,-115.31,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.31 43.49)
2285,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.85,-107.3,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.3 44.85)
2286,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,47.3,-115.09,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.09 47.3)
2287,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.67,-107.28,1954,1992,38,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.28 40.67)
2288,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.96,-115.5,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.5 44.96)
2289,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.08,-115.62,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.62 44.08)
2290,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.19,-113.5,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-113.5 46.19)
2291,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.03,-107.86,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.86 40.03)
2292,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,49,-116.18,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-116.18 49)
2293,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.01,-107.61,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.61 45.01)
2294,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.14,-110.98,1954,1994,40,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.98 43.14)
2295,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,46.47,-113.23,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-113.23 46.47)
2296,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.69,-115.48,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-115.48 40.69)
2297,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.73,-107.51,1948,1990,42,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.51 38.73)
2298,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.38,-119.45,1948,1993,45,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.45 38.38)
2299,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.35,-106.04,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-106.04 36.35)
2300,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,45.75,-116.32,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-116.32 45.75)
2301,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,44.91,-116,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-116 44.91)
2302,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.52,-118.8,1951,1992,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.8 36.52)
2303,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,35.94,-118.48,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.48 35.94)
2304,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.34,-118.97,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.97 37.34)
2305,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.79,-118.87,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.87 42.79)
2306,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.73,-119.56,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-119.56 37.73)
2307,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,38.98,-111.25,1950,1994,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.25 38.98)
2308,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,36.51,-118.79,1950,1992,42,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-118.79 36.51)
2309,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.74,-111.25,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.25 40.74)
2310,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.72,-106.92,1948,1989,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-106.92 40.72)
2311,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.02,-110.12,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.12 43.02)
2312,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.01,-106.51,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-106.51 42.01)
2313,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.29,-110.87,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.87 42.29)
2314,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,40.59,-109.93,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-109.93 40.59)
2315,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.67,-109.42,1948,1991,43,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-109.42 42.67)
2316,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,42.1,-110.42,1952,1993,41,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-110.42 42.1)
2317,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.96,-105.5,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-105.5 39.96)
2318,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,48.02,-113.98,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-113.98 48.02)
2319,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,37.28,-107.88,1948,1992,44,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-107.88 37.28)
2320,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,43.58,-109.76,1948,1991,43,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-109.76 43.58)
2321,2005,Stewart (2005),"Stewart, I.T., D.R. Cayan and M.D. Dettinger, 2005: Changes toward earlier streamflow timing across Western North America. Journal of Climate,  18, 1136-1155",6,39.77,-111.19,1948,1994,46,hydrology,2,0,1,2,2,2,2,2,2,2,POINT(-111.19 39.77)
